name,ethnicity,gender,religion,source
chinuru,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
chinwe,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chinweike,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chinwemma,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chinwendu,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chinweokwu,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chinwetalu,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chinweuba,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chinyeaka,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chinyere,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chioke,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
chioma,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chisimdi,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
chisom,igbo,unisex,christian,https://maternitynest.com/igbo-names-boys/
chizoba,igbo,female,christian,https://forebears.io/nigeria/forenames
chizorum,igbo,female,christian,https://forebears.io/nigeria/forenames
chizutere,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
chris,igbo,male,christian,https://forebears.io/nigeria/forenames
christian,igbo,male,christian,https://forebears.io/nigeria/forenames
christiana,igbo,female,christian,https://forebears.io/nigeria/forenames
christianah,igbo,female,christian,https://forebears.io/nigeria/forenames
christopher,igbo,male,christian,https://forebears.io/nigeria/forenames
christy,igbo,female,christian,https://forebears.io/nigeria/forenames
chu chu,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
chudi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
chuks,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
chukude,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chukwu,igbo,male,christian,https://forebears.io/nigeria/forenames
chukwuamaka,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chukwudaalu,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
chukwudi,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chukwudifu,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chukwudumaga,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
chukwuebuka,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chukwueloka,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chukwuemeka,igbo,male,christian,https://forebears.io/nigeria/forenames
chukwuemerie,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
chukwueneka,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
chukwujama,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chukwujekwu,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chukwuka,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chukwuma,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chukwumaeze,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chukwumerije,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
chukwy,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
chuma,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
chuwudubem,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
clara,igbo,female,christian,https://forebears.io/nigeria/forenames
clement,igbo,male,christian,https://forebears.io/nigeria/forenames
cletus,igbo,male,christian,https://forebears.io/nigeria/forenames
collins,igbo,male,christian,https://forebears.io/nigeria/forenames
comfort,igbo,female,christian,https://forebears.io/nigeria/forenames
confidence,igbo,female,christian,https://forebears.io/nigeria/forenames
constance,igbo,female,christian,https://forebears.io/nigeria/forenames
cordelia,igbo,female,christian,https://forebears.io/nigeria/forenames
cosmos,igbo,female,christian,https://forebears.io/nigeria/forenames
cynthia,igbo,female,christian,https://forebears.io/nigeria/forenames
cyril,igbo,male,christian,https://forebears.io/nigeria/forenames
daalu,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
daberechi,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
dabira,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
dada,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
dada,yoruba,male,muslim,https://forebears.io/nigeria/forenames
dahiru,hausa,male,muslim,https://forebears.io/nigeria/forenames
dalhatu,hausa,male,muslim,https://forebears.io/nigeria/forenames
daluchi,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
damie,yoruba,female,christian,
damilare,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
damilola,yoruba,unisex,christian,https://forebears.io/nigeria/forenames
damisi,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
damola,yoruba,unisex,muslim/christian,https://maternitynest.com/yoruba-names-girls/
dan,igbo,male,christian,https://forebears.io/nigeria/forenames
dandauda,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
dandawo,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
dangali,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
daniel,yoruba,male,christian,https://forebears.io/nigeria/forenames
danjuma,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
danladi,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
danlami,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
dantala,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
dara,yoruba,unisex,muslim/christian,https://maternitynest.com/yoruba-names-girls/
daran,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
dare,yoruba,male,christian,https://forebears.io/nigeria/forenames
daren,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
dari,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
dasola,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
dauda,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
david,yoruba,male,christian,https://forebears.io/nigeria/forenames
dawi,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
dawo,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
dayo,yoruba,male,christian,https://forebears.io/nigeria/forenames
dayyabu,hausa,male,muslim,https://forebears.io/nigeria/forenames
debare,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
deen,yoruba,male,muslim,
debem,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
debby,igbo,female,christian,
debo,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
deborah,yoruba,female,christian,https://forebears.io/nigeria/forenames
deji,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
dele,yoruba,male,christian,https://forebears.io/nigeria/forenames
delomo,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
demilade,yoruba,unisex,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
demola,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
dennis,igbo,male,christian,https://forebears.io/nigeria/forenames
denrele,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
deola,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
dera,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
desmond,igbo,male,christian,https://forebears.io/nigeria/forenames
detan,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
deziri,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
diadi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
diara,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
diarachukwundu,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
diaso,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
dickson,igbo,male,christian,https://forebears.io/nigeria/forenames
dideoluwakusidede,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
diekololaoluwa,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
diekololaoluwalayemi,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
diekoolaoluwatimojogun,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
digi,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
digiola,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
dikachi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
dike,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
dikenna,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
dikeogu,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
dilly,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
dimeji,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
dinachi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
dinakachi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
dindu,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
dinkpa,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
dinneya,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
dinobi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
dioha,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
diran,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
diuto,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
dominic,igbo,male,christian,https://forebears.io/nigeria/forenames
donatus,igbo,male,christian,https://forebears.io/nigeria/forenames
dorathy,igbo,female,christian,https://forebears.io/nigeria/forenames
dorcas,igbo,female,christian,https://forebears.io/nigeria/forenames
doris,igbo,female,christian,https://forebears.io/nigeria/forenames
dotun,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
doyinsola,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
dozie,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
dozzy,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
dubem,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
dumaga,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
dumeme,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
dumeto,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
dumini,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
dumkeneolisa,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
dumto,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
duna,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
dunbarin,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
dunni,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
dunola,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
dunsin,yoruba,unisex,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
dupe,yoruba,female,christian,https://forebears.io/nigeria/forenames
durami,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
duro,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
durodola,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
durojaiye,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
durosinmi,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
duroti,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
duruaku,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ebelechukwu,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ebelegbunam,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ebenezer,igbo,male,christian,https://forebears.io/nigeria/forenames
ebere,igbo,unisex,christian,https://maternitynest.com/igbo-names-boys/
eberechi,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ebube,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
ebubechukwu,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
ebubem,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
ebuka,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
ebun,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
ebunifewamiri,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
ebunoluwa,yoruba,unisex,muslim/christian,https://www.yorubaname.com/
eche,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
echefuna,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
echezona,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
echezonanna,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
edalo,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
eddy,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
edet,igbo,male,christian,https://forebears.io/nigeria/forenames
edith,igbo,female,christian,https://forebears.io/nigeria/forenames
edozie,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
edu,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
edward,igbo,male,christian,https://forebears.io/nigeria/forenames
edwin,igbo,male,christian,https://forebears.io/nigeria/forenames
effiong,igbo,male,christian,https://forebears.io/nigeria/forenames
efuna,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
egbuna,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
egodi,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
egwuchukwu,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
ehinze,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ejiamatu,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ejike,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
ejikeme,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
ejikemeuwa,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ejiks,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
ejimchi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
ejimofor,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ejiro,igbo,female,christian,https://forebears.io/nigeria/forenames
ejiuwaemeonu,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ejyke,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
ekaette,igbo,female,christian,https://forebears.io/nigeria/forenames
ekemma,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
ekene,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
ekenedilichukwu,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
ekenem,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
ekeoma,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ekezie,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
ekwueme,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ekwunife,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ekwutosinammaduibegi,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
eleaku,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
elebuwa,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
elijah,igbo,male,christian,https://forebears.io/nigeria/forenames
elisha,igbo,male,christian,https://forebears.io/nigeria/forenames
elizabeth,igbo,female,christian,https://forebears.io/nigeria/forenames
elo,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
elofuna,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
eloka,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
elota,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
elozona,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
eluemuno,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
eluma,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
emeje,yoruba,male,christian,
emeka,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
emelie,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
emem,igbo,female,christian,https://forebears.io/nigeria/forenames
emenike,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
emeremgini,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
emerie,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
emezie,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
emilohi,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
emily,igbo,female,christian,https://forebears.io/nigeria/forenames
emiola,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
emma,igbo,male,christian,https://forebears.io/nigeria/forenames
emmanuel,igbo,male,christian,https://forebears.io/nigeria/forenames
emmanuela,yoruba,female,christian,
emy,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
ene,igbo,female,christian,https://forebears.io/nigeria/forenames
eneanya,igbo,male,christian,
enebeli,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
eni,yoruba,unisex,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
eniafe,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
eniiyi,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
eniobafe,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
eniola,yoruba,unisex,christian,https://forebears.io/nigeria/forenames
enitan,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
eno,igbo,female,christian,https://forebears.io/nigeria/forenames
enobong,igbo,female,christian,https://forebears.io/nigeria/forenames
enuma,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
enwerem,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
enyi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
enyinnanya,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
enyinnaya,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
epkereamaka,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
ereadura,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
erendu,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
eri,yoruba,unisex,muslim/christian,https://maternitynest.com/yoruba-names-girls/
eriadurami,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
eric,igbo,male,christian,https://forebears.io/nigeria/forenames
eriifeoluwa,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
eriifeoluwasimi,yoruba,female,muslim/christian,https://www.yorubaname.com/
erimipe,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
erimma,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
erinkan,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
erinkansilemi,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
erioluwa,yoruba,unisex,muslim/christian,https://www.yorubaname.com/
erioluwape,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
ernest,igbo,male,christian,https://forebears.io/nigeria/forenames
eromidola,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
ese,igbo,female,christian,https://forebears.io/nigeria/forenames
esom,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
esomchi,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
esther,igbo,female,christian,https://forebears.io/nigeria/forenames
esupofo,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
etim,igbo,male,christian,https://forebears.io/nigeria/forenames
etuosoluchi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
eucharia,igbo,female,christian,https://forebears.io/nigeria/forenames
eunice,igbo,female,christian,https://forebears.io/nigeria/forenames
evelyn,igbo,female,christian,https://forebears.io/nigeria/forenames
ewa,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
ewami,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
ewaoluwa,yoruba,female,muslim/christian,https://www.yorubaname.com/
ewatomi,yoruba,female,muslim/christian,https://www.yorubaname.com/
ewe,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
ewelike,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
ewezuga,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
eyitayo,yoruba,unisex,muslim/christian,https://www.yorubaname.com/
eyitomilayo,yoruba,unisex,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
eyitope,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
eyiwunmimitoluwasefunmi,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
eze,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
ezekiel,igbo,male,christian,https://forebears.io/nigeria/forenames
ezeluaku,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ezenwa,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ezesinachi,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
ezeudo,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
ezeudu,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
eziahakego,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
eziamaka,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ezichi,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
ezigbonne,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ezinnayamaka,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ezinne,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ezinwanyidiuko,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
fade,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
fadekemi,yoruba,female,muslim/christian,https://www.yorubaname.com/
fadekunmi,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
fadesewa,yoruba,female,muslim/christian,https://www.yorubaname.com/
fadesike,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
fadesope,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
fadimatu,hausa,female,muslim,https://www.behindthename.com/names/usage/hausa
faidah,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
faiqah,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
faisal,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
faith,igbo,female,christian,https://forebears.io/nigeria/forenames
faiza,hausa,female,muslim,https://forebears.io/nigeria/forenames
faizah,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
falilat,yoruba,female,muslim,https://forebears.io/nigeria/forenames
falmata,hausa,female,muslim,https://forebears.io/nigeria/forenames
farayioluwa,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
fari,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
farida,hausa,female,muslim,https://forebears.io/nigeria/forenames
faruk,hausa,male,muslim,https://forebears.io/nigeria/forenames
faruq,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
fasilat,hausa,female,muslim,https://forebears.io/nigeria/forenames
fatai,yoruba,male,muslim,https://forebears.io/nigeria/forenames
fati,hausa,female,muslim,https://forebears.io/nigeria/forenames
fatima,hausa,female,muslim,https://forebears.io/nigeria/forenames
fatimah,hausa,female,muslim,https://forebears.io/nigeria/forenames
fatimat,hausa,female,muslim,https://forebears.io/nigeria/forenames
fatimatu,hausa,female,muslim,https://forebears.io/nigeria/forenames
fatimo,yoruba,female,muslim,https://forebears.io/nigeria/forenames
fatimoh,yoruba,female,muslim,https://forebears.io/nigeria/forenames
fatsuma,hausa,female,muslim,https://forebears.io/nigeria/forenames
fausat,yoruba,female,muslim,https://forebears.io/nigeria/forenames
favour,igbo,female,christian,https://forebears.io/nigeria/forenames
fehintola,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
felicia,igbo,female,christian,https://forebears.io/nigeria/forenames
felix,igbo,male,christian,https://forebears.io/nigeria/forenames
femi,yoruba,male,christian,https://forebears.io/nigeria/forenames
feranmi,yoruba,unisex,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
feso,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
festus,igbo,male,christian,https://forebears.io/nigeria/forenames
feyi,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
feyisayo,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
feyisetan,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
feyisola,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
fiayosemi,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
fibikemi,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
fidelia,igbo,female,christian,https://forebears.io/nigeria/forenames
fidelis,igbo,male,christian,https://forebears.io/nigeria/forenames
