name,ethnicity,gender,religion,source
aadil,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
aalam,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
aamir,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
anu,yoruba,female,muslim,https://www.yorubaname.com/
aanuoluwa,yoruba,female,muslim,https://www.yorubaname.com/
aanuoluwakiishi,yoruba,female,muslim,https://maternitynest.com/yoruba-names-girls/
aaqib,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
aashif,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
aashir,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
aasif,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
aasim,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
aazim,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abaeze,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
abara,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abarshi,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abass,hausa,male,muslim,https://forebears.io/nigeria/forenames
abayomi,yoruba,male,muslim,https://forebears.io/nigeria/forenames
abayomrunkoje,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
abazu,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
abba,hausa,male,muslim,https://forebears.io/nigeria/forenames
abbakar,hausa,male,muslim,https://forebears.io/nigeria/forenames
abbas,yoruba,male,muslim,https://forebears.io/nigeria/forenames
abbey,yoruba,male,muslim/christian,https://maternitynest.com/yoruba-names-girls/
abd alala,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul,yoruba,male,muslim,https://forebears.io/nigeria/forenames
abdul aalee,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul adl,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul afuw,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul ahad,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul aleem,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul alim,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul awwal,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul azeez,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul azim,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul aziz,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul baari,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul baasit,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul badee,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul baith,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul baqi,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul bari,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul baseer,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul basit,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul batin,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul fattah,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul ghafaar,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul ghafoor,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul hafeez,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul hafiz,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul hakam,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul hakeem,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul haleem,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul halim,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul hameed,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul hamid,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul hannan,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul haq,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul haseeb,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul hasib,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul hayy,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul jabaar,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul jaleel,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul jawwad,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul kabir,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul kareem,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul karim,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul khabir,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul lateef,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul maajid,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul maalik,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul majeed,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul mani,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul mannan,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul mateen,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul mubdee,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul mueed,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul muhaimin,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul muhaymin,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul muhsin,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul muhyee,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul muiz,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul mujeeb,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul munim,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul muntaqim,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul muqeet,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul muqsit,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul musawwir,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul mutaal,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul muti,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul muzanni,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul nafi,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul naseer,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul noor,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul qaadir,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul qadeer,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul qadir,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul qahaar,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdul qayyum,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
abdulraheem,yoruba,male,muslim,
abdulahi,hausa,male,muslim,https://forebears.io/nigeria/forenames
abdulazeez,hausa,male,muslim,https://forebears.io/nigeria/forenames
abdulaziz,hausa,male,muslim,https://forebears.io/nigeria/forenames
abdulhamid,hausa,male,muslim,https://forebears.io/nigeria/forenames
abdulkadir,hausa,male,muslim,https://forebears.io/nigeria/forenames
abdulkareem,hausa,male,muslim,https://forebears.io/nigeria/forenames
abdulkarim,hausa,male,muslim,https://forebears.io/nigeria/forenames
abdullahi,hausa,male,muslim,https://forebears.io/nigeria/forenames
abdulmalik,hausa,male,muslim,https://forebears.io/nigeria/forenames
abdulmumini,hausa,male,muslim,https://forebears.io/nigeria/forenames
abdulrahaman,hausa,male,muslim,https://forebears.io/nigeria/forenames
abdulrahman,hausa,male,muslim,https://forebears.io/nigeria/forenames
abdulrasheed,hausa,male,muslim,https://forebears.io/nigeria/forenames
abdulrazak,hausa,male,muslim,https://forebears.io/nigeria/forenames
abdulsalam,hausa,male,muslim,https://forebears.io/nigeria/forenames
abdulwahab,hausa,male,muslim,https://forebears.io/nigeria/forenames
abebi,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
abegunde,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
abel,igbo,male,christian,https://forebears.io/nigeria/forenames
abeni,yoruba,female,muslim/christian,https://www.yorubaname.com/
abeo,yoruba,male,muslim,https://www.momjunction.com/baby-names/yoruba/boy/
abiade,yoruba,male,muslim,https://www.momjunction.com/baby-names/yoruba/boy/
abibat,yoruba,female,muslim,https://forebears.io/nigeria/forenames
abidemi,yoruba,female,christian,https://forebears.io/nigeria/forenames
abidugun,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
abifoluwa,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
abigail,igbo,female,christian,https://forebears.io/nigeria/forenames
abimbola,yoruba,unisex,muslim,https://forebears.io/nigeria/forenames
abiodun,yoruba,unisex,muslim/christian,https://www.yorubaname.com/
abiola,yoruba,male,muslim,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
abiona,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
abioye,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
abiri,yoruba,male,muslim,
abisola,yoruba,female,muslim/christian,https://www.yorubaname.com/
abitoluwa,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
abosede,yoruba,female,christian,https://forebears.io/nigeria/forenames
abraham,hausa,male,muslim,https://forebears.io/nigeria/forenames
abubakar,hausa,male,muslim,https://www.behindthename.com/names/usage/hausa
abuchi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
achike,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
ada,igbo,female,christian,https://forebears.io/nigeria/forenames
adachukwu,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
adadioramma,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
adaego,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
adaeze,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
adaiba,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
adaku,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
adam,hausa,male,muslim,https://forebears.io/nigeria/forenames
adama,hausa,female,muslim,https://forebears.io/nigeria/forenames
adamaka,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
adamma,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
adams,hausa,male,muslim,https://forebears.io/nigeria/forenames
adamu,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
adankwo,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
adanna,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
adannaya,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
adanne,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
adaobi,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
adaogu,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
adaolisa,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
adaoma,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
adaora,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
adare,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
adaugo,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
adauke,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
adaure,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
addana,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
ade,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
adebajo,yoruba,male,christian,
adebamgbe,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
adebayo,yoruba,male,christian,https://forebears.io/nigeria/forenames
adebimpe,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
adebisi,yoruba,unisex,muslim/christian,https://www.yorubaname.com/
adebiyi,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
adebola,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
adebowale,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
adeboye,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
adegboyega,yoruba,male,christian,
adedamola,yoruba,unisex,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
adedayo,yoruba,unisex,muslim/christian,https://www.yorubaname.com/
adedeji,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
adefolake,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
adegoke,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
adejoke,yoruba,female,christian,https://forebears.io/nigeria/forenames
adejumo,yoruba,male,,
adekola,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
adekunle,yoruba,male,christian,https://forebears.io/nigeria/forenames
adelabu,yoruba,male,christian,
adelaja,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
delakun,yoruba,male,christian,
adelana,yoruba,male,christian,
adeleke,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
adelola,yoruba,female,muslim/christian,https://www.yorubaname.com/
adelomo,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
adelowo,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
ademideh,yoruba,unisex,christian,
ademola,yoruba,male,christian,https://forebears.io/nigeria/forenames
ademuyiwa,yoruba,female,muslim/christian,https://www.yorubaname.com/
adenike,yoruba,female,christian,https://forebears.io/nigeria/forenames
adeniyi,yoruba,male,christian,https://forebears.io/nigeria/forenames
adenrele,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
adenuga,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
adeola,yoruba,female,christian,https://forebears.io/nigeria/forenames
adepero,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
adepoju,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
aderiyike,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
aderonke,yoruba,female,christian,https://forebears.io/nigeria/forenames
adesanya,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
adesewa,yoruba,female,muslim/christian,https://www.yorubaname.com/
adeshola,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
adesina,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
adesoji,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
adesola,yoruba,unisex,christian,https://forebears.io/nigeria/forenames
adetayo,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
adetokunbo,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
adetola,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
adetope,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
adetosoye,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
adetutu,yoruba,female,muslim/christian,https://www.yorubaname.com/
adewale,yoruba,male,muslim/christian,https://forebears.io/nigeria/forenames
adewemimo,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
adewoyin,yoruba,male,muslim/christian,https://www.yorubaname.com/
adewunmi,yoruba,unisex,muslim/christian,https://www.yorubaname.com/
adeyemi,yoruba,unisex,christian,https://forebears.io/nigeria/forenames
adeyinka,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
adigwe,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
adijat,yoruba,female,muslim,https://forebears.io/nigeria/forenames
adile,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
adimchi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
adisa,yoruba,male,muslim/christian,https://www.yorubaname.com/
ado,hausa,male,muslim,https://forebears.io/nigeria/forenames
adunni,yoruba,female,muslim/christian,https://www.yorubaname.com/
adura,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
aduragbemi,yoruba,female,muslim/christian,https://www.yorubaname.com/
adurami,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
aega,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
afamdi,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
afamefuna,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
afeez,yoruba,male,muslim,https://forebears.io/nigeria/forenames
affiong,igbo,female,christian,https://forebears.io/nigeria/forenames
afolabi,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
afomachukwu,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
afuluagu,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
afuluenuanya,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
afunwaelotenna,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
afusat,yoruba,female,muslim,https://forebears.io/nigeria/forenames
agada,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
agaegbumegbu,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
agatha,igbo,female,christian,https://forebears.io/nigeria/forenames
agbara,yoruba,male,christian,
agbo,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
agbomma,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
agbooidu,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
agnes,igbo,female,christian,https://forebears.io/nigeria/forenames
agoziem,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
aguha,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
agumba,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
agwu,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ahamed,hausa,male,muslim,https://forebears.io/nigeria/forenames
ahamefula,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ahanna,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ahmad,hausa,male,muslim,https://forebears.io/nigeria/forenames
ahmadu,hausa,male,muslim,https://www.behindthename.com/names/usage/hausa
ahmed,hausa,male,muslim,https://forebears.io/nigeria/forenames
ahudiya,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ahume,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ahunna,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ai,hausa,female,muslim,https://forebears.io/nigeria/forenames
aina,hausa,female,muslim,https://forebears.io/nigeria/forenames
aina,yoruba,female,muslim,https://www.momjunction.com/baby-names/yoruba/girl/
aisha,hausa,female,muslim,https://forebears.io/nigeria/forenames
aishat,hausa,female,muslim,https://forebears.io/nigeria/forenames
aishatu,hausa,female,muslim,https://www.behindthename.com/names/usage/hausa
aiyelabegan,yoruba,male,muslim,
ajayi,yoruba,male,christian,https://forebears.io/nigeria/forenames
ajetunmobi,yoruba,male,christian,
ajibola,yoruba,male,muslim/christian,https://www.yorubaname.com/
ajoke,yoruba,female,christian,https://forebears.io/nigeria/forenames
ajulu,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
ajuluchukwu,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
akachi,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
akachukwu,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
akajiaku,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
akande,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
akanni,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
akanu,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
akaolisa,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
akas,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
akeem,yoruba,male,muslim,https://forebears.io/nigeria/forenames
akibu,yoruba,male,muslim,
akin,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
akinkunmi,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
akintoye,yoruba,unisex,muslim/christian,https://www.yorubaname.com/
akinwale,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
akinyemi,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
akobundu,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
akpan,igbo,male,christian,https://forebears.io/nigeria/forenames
aku,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
akuada,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
akubata,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
akubuilo,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
akukalia,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
akumjeli,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
akunna,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
akuoma,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
akwaugo,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
akwugo,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
alaba,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
alabi,yoruba,male,muslim/christian,https://www.yorubaname.com/
alake,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
alasan,hausa,male,muslim,https://forebears.io/nigeria/forenames
albarka,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
alex,igbo,male,christian,https://forebears.io/nigeria/forenames
alexander,igbo,male,christian,https://forebears.io/nigeria/forenames
alfred,igbo,male,christian,https://forebears.io/nigeria/forenames
alh,hausa,male,muslim,https://forebears.io/nigeria/forenames
alhaji,hausa,male,muslim,https://www.behindthename.com/names/usage/hausa
alhassan,hausa,male,muslim,https://forebears.io/nigeria/forenames
alheri,hausa,female,muslim,https://www.behindthename.com/names/usage/hausa
ali,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
alice,igbo,female,christian,https://forebears.io/nigeria/forenames
aliu,hausa,male,muslim,https://forebears.io/nigeria/forenames
aliyu,hausa,male,muslim,https://forebears.io/nigeria/forenames
alozie,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
altine,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
aluka,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
ama,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
amadi,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
amadu,hausa,male,muslim,https://forebears.io/nigeria/forenames
amaechi,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
amaefule,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
amaka,igbo,female,christian,https://forebears.io/nigeria/forenames
amandi,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
amanna,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
amanze,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
amaogechukwu,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
amara,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
amarachi,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
amarachukwu,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
amina,hausa,female,muslim,https://www.behindthename.com/names/usage/hausa
aminat,yoruba,female,muslim,https://forebears.io/nigeria/forenames
aminatu,hausa,female,muslim,https://forebears.io/nigeria/forenames
aminu,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
amir,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
